"country","year","value","published","note","type"
"Switzerland",2004,71297,"2006 to 2007","including 1726 of expressways","paved"
"Switzerland",2004,71297,"2006 to 2007","includes 1728 of expressways","paved"
"Switzerland",2004,71297,"2006 to 2007",NA,"total"
"Switzerland",2006,71298,"2008 to 2009","includes 1758 of expressways","paved"
"Switzerland",2006,71298,"2008 to 2009",NA,"total"
"Switzerland",2009,71384,"2010","includes 1793 of expressways","paved"
"Switzerland",2009,71384,"2010",NA,"total"
"Switzerland",2010,71454,"2011 to 2012","includes 1790 of expressways","paved"
"Switzerland",2010,71454,"2011 to 2012",NA,"total"
"Switzerland",2011,71464,"2013 to 2018","includes 1415 of expressways","paved"
"Switzerland",2011,71464,"2013 to 2018",NA,"paved"
"Switzerland",2011,71464,"2013 to 2018",NA,"total"
"Switzerland",2017,71557,"2019 to 2023",NA,"paved"
"Switzerland",2017,71557,"2019 to 2023",NA,"total"
"Syrian Arab Republic",2003,18451,"2006",NA,"paved"
"Syrian Arab Republic",2003,91795,"2006",NA,"total"
"Syrian Arab Republic",2003,73344,"2006",NA,"unpaved"
"Syrian Arab Republic",2004,19073,"2007",NA,"paved"
"Syrian Arab Republic",2004,94890,"2007",NA,"total"
"Syrian Arab Republic",2004,75817,"2007",NA,"unpaved"
"Syrian Arab Republic",2006,19490,"2008 to 2010","includes 1103 km of expressways","paved"
"Syrian Arab Republic",2006,61514,"2012","includes 1103 km of expressways","paved"
"Syrian Arab Republic",2006,97401,"2008 to 2010",NA,"total"
"Syrian Arab Republic",2006,68157,"2012",NA,"total"
"Syrian Arab Republic",2006,77911,"2008 to 2010",NA,"unpaved"
"Syrian Arab Republic",2006,6643,"2012",NA,"unpaved"
"Syrian Arab Republic",2009,61514,"2011","includes 1103 km of expressways","paved"
"Syrian Arab Republic",2009,68157,"2011",NA,"total"
"Syrian Arab Republic",2009,6643,"2011",NA,"unpaved"
"Syrian Arab Republic",2010,63060,"2013 to 2023",NA,"paved"
"Syrian Arab Republic",2010,69873,"2013 to 2023",NA,"total"
"Syrian Arab Republic",2010,6813,"2013 to 2023",NA,"unpaved"
"Taiwan, China",2002,35621,"2006 to 2007","including 1789 km of expressways","paved"
"Taiwan, China",2002,35621,"2006 to 2007","includes 789 km of expressways","paved"
"Taiwan, China",2002,37299,"2006 to 2007",NA,"total"
"Taiwan, China",2002,1678,"2006 to 2007",NA,"unpaved"
"Taiwan, China",2007,38171,"2008 to 2009","includes 976 km of expressways","paved"
"Taiwan, China",2007,40262,"2008 to 2009",NA,"total"
"Taiwan, China",2007,2091,"2008 to 2009",NA,"unpaved"
"Taiwan, China",2008,40843,"2010","includes 976 km of expressways","paved"
"Taiwan, China",2008,41279,"2010",NA,"total"
"Taiwan, China",2008,436,"2010",NA,"unpaved"
"Taiwan, China",2009,41033,"2011 to 2014","includes 720 km of expressways","paved"
"Taiwan, China",2009,41475,"2011 to 2014",NA,"total"
"Taiwan, China",2009,442,"2011 to 2014",NA,"unpaved"
"Taiwan, China",2013,42078,"2015 to 2017","includes 1348 km of highways and 737 km of expressways","paved"
"Taiwan, China",2013,42520,"2015 to 2017",NA,"total"
"Taiwan, China",2013,442,"2015 to 2017",NA,"unpaved"
"Taiwan, China",2016,42969,"2018",NA,"paved"
"Taiwan, China",2016,43365,"2018",NA,"total"
"Taiwan, China",2016,396,"2018",NA,"unpaved"
"Taiwan, China",2017,42793,"2019 to 2023",NA,"paved"
"Taiwan, China",2017,43206,"2019 to 2023",NA,"total"
"Taiwan, China",2017,413,"2019 to 2023",NA,"unpaved"
"Tajikistan",2000,27767,"2006 to 2018",NA,"total"
"Tajikistan",2018,30000,"2019 to 2023",NA,"total"
"Tanzania",2003,6808,"2006 to 2009",NA,"paved"
"Tanzania",2003,78891,"2006 to 2009",NA,"total"
"Tanzania",2003,72083,"2006 to 2009",NA,"unpaved"
"Tanzania",2007,4741,"2010",NA,"paved"
"Tanzania",2007,6578,"2012",NA,"paved"
"Tanzania",2007,78892,"2010",NA,"total"
"Tanzania",2007,91049,"2012",NA,"total"
"Tanzania",2007,74151,"2010",NA,"unpaved"
"Tanzania",2007,84471,"2012",NA,"unpaved"
"Tanzania",2010,6578,"2011",NA,"paved"
"Tanzania",2010,7092,"2013 to 2018",NA,"paved"
"Tanzania",2010,91049,"2011",NA,"total"
"Tanzania",2010,86472,"2013 to 2018",NA,"total"
"Tanzania",2010,84471,"2011",NA,"unpaved"
"Tanzania",2010,79380,"2013 to 2018",NA,"unpaved"
"Tanzania",2015,10025,"2019 to 2021",NA,"paved"
"Tanzania",2015,87581,"2019 to 2021",NA,"total"
"Tanzania",2015,77556,"2019 to 2021",NA,"unpaved"
"Tanzania",2022,11201,"2022 to 2023",NA,"paved"
"Tanzania",2022,145203,"2022 to 2023",NA,"total"
"Tanzania",2022,134002,"2022 to 2023",NA,"unpaved"
"Thailand",2000,56542,"2006 to 2007",NA,"paved"
"Thailand",2000,57403,"2006 to 2007",NA,"total"
"Thailand",2000,861,"2006 to 2007",NA,"unpaved"
"Thailand",2006,180053,"2008 to 2023","includes 450 km of expressways","total"
"Thailand",2006,180053,"2008 to 2023",NA,"total"
"Timor-Leste",2005,2500,"2006 to 2007",NA,"paved"
"Timor-Leste",2005,2600,"2008 to 2018",NA,"paved"
"Timor-Leste",2005,5000,"2006 to 2007",NA,"total"
"Timor-Leste",2005,6040,"2008 to 2018",NA,"total"
"Timor-Leste",2005,2500,"2006 to 2007",NA,"unpaved"
"Timor-Leste",2005,3440,"2008 to 2018",NA,"unpaved"
"Timor-Leste",2008,2600,"2019 to 2023",NA,"paved"
"Timor-Leste",2008,6040,"2019 to 2023",NA,"total"
"Timor-Leste",2008,3440,"2019 to 2023",NA,"unpaved"
"Togo",1999,2376,"2006 to 2007",NA,"paved"
"Togo",1999,7520,"2006 to 2007",NA,"total"
"Togo",1999,5144,"2006 to 2007",NA,"unpaved"
"Togo",2000,2376,"2008 to 2012",NA,"paved"
"Togo",2000,7520,"2008 to 2012",NA,"total"
"Togo",2000,5144,"2008 to 2012",NA,"unpaved"
"Togo",2007,2376,"2011",NA,"paved"
"Togo",2007,2447,"2013 to 2018",NA,"paved"
"Togo",2007,7520,"2011",NA,"total"
"Togo",2007,11652,"2013 to 2018",NA,"total"
"Togo",2007,5144,"2011",NA,"unpaved"
"Togo",2007,9205,"2013 to 2018",NA,"unpaved"
"Togo",2018,1794,"2020 to 2023",NA,"paved"
"Togo",2018,11734,"2020 to 2021",NA,"total"
"Togo",2018,9951,"2022 to 2023",NA,"total"
"Togo",2018,8157,"2020 to 2023",NA,"unpaved"
"Tokelau",2019,10,"2020 to 2023",NA,"total"
"Tonga",1999,184,"2006 to 2007",NA,"paved"
"Tonga",1999,680,"2006 to 2007",NA,"total"
"Tonga",1999,496,"2006 to 2007",NA,"unpaved"
"Tonga",2000,184,"2008 to 2012",NA,"paved"
"Tonga",2000,680,"2008 to 2012",NA,"total"
"Tonga",2000,496,"2008 to 2012",NA,"unpaved"
"Tonga",2011,184,"2013 to 2023",NA,"paved"
"Tonga",2011,680,"2013 to 2023",NA,"total"
"Tonga",2011,496,"2013 to 2023",NA,"unpaved"
"Trinidad and Tobago",1999,4252,"2006 to 2007",NA,"paved"
"Trinidad and Tobago",1999,8320,"2006 to 2007",NA,"total"
"Trinidad and Tobago",1999,4068,"2006 to 2007",NA,"unpaved"
"Trinidad and Tobago",2000,4252,"2008 to 2012",NA,"paved"
"Trinidad and Tobago",2000,8320,"2008 to 2012",NA,"total"
"Trinidad and Tobago",2000,4068,"2008 to 2012",NA,"unpaved"
"Trinidad and Tobago",2001,4252,"2011 to 2015",NA,"paved"
"Trinidad and Tobago",2001,8320,"2011 to 2015",NA,"total"
"Trinidad and Tobago",2001,4068,"2011 to 2015",NA,"unpaved"
"Trinidad and Tobago",2015,5524,"2016 to 2018",NA,"paved"
"Trinidad and Tobago",2015,9592,"2016 to 2018",NA,"total"
"Trinidad and Tobago",2015,4068,"2016 to 2018",NA,"unpaved"
"Tunisia",2001,12424,"2006","including 142 km of expressways","paved"
"Tunisia",2001,18997,"2006",NA,"total"
"Tunisia",2001,6573,"2006",NA,"unpaved"
"Tunisia",2004,12655,"2007 to 2009","includes 262 km of expressways","paved"
"Tunisia",2004,19232,"2007 to 2009",NA,"total"
"Tunisia",2004,6577,"2007 to 2009",NA,"unpaved"
"Tunisia",2006,12655,"2010 to 2012","includes 262 km of expressways","paved"
"Tunisia",2006,19232,"2010 to 2012",NA,"total"
"Tunisia",2006,6577,"2010 to 2012",NA,"unpaved"
"Tunisia",2008,12655,"2011","includes 262 km of expressways","paved"
"Tunisia",2008,19232,"2011",NA,"total"
"Tunisia",2008,6577,"2011",NA,"unpaved"
"Tunisia",2010,14756,"2013 to 2018","includes 357 km of expressways","paved"
"Tunisia",2010,14756,"2013 to 2018",NA,"paved"
"Tunisia",2010,19418,"2013 to 2018",NA,"total"
"Tunisia",2010,4662,"2013 to 2018",NA,"unpaved"
"Tunisia",2015,20000,"2019 to 2023",NA,"paved"
"Turkiye",2004,154807,"2006","including 1886 km of expressways","paved"
"Turkiye",2004,177550,"2007","includes 1892 km of expressways","paved"
"Turkiye",2004,347553,"2006",NA,"total"
"Turkiye",2004,426906,"2007",NA,"total"
"Turkiye",2004,192747,"2006",NA,"unpaved"
"Turkiye",2004,249356,"2007",NA,"unpaved"
"Turkiye",2006,426951,"2008 to 2009","includes 1987 km of expressways","total"
"Turkiye",2008,313151,"2010 to 2012","includes 2010 km of expressways","paved"
"Turkiye",2008,352046,"2010 to 2012",NA,"total"
"Turkiye",2008,38895,"2010 to 2012",NA,"unpaved"
"Turkiye",2012,352268,"2013 to 2018","includes 2127 km of expressways","paved"
"Turkiye",2012,352268,"2013 to 2018",NA,"paved"
"Turkiye",2012,385748,"2013 to 2014",NA,"total"
"Turkiye",2012,385754,"2015 to 2018",NA,"total"
"Turkiye",2012,33486,"2013 to 2018",NA,"unpaved"
"Turkiye",2018,24082,"2019 to 2023",NA,"paved"
"Turkiye",2018,67333,"2019 to 2023",NA,"total"
"Turkiye",2018,43251,"2019 to 2023",NA,"unpaved"
"Turkmenistan",1999,19488,"2006 to 2007",NA,"paved"
"Turkmenistan",1999,24000,"2006 to 2007",NA,"total"
"Turkmenistan",1999,4512,"2006 to 2007",NA,"unpaved"
"Turkmenistan",2002,47577,"2008 to 2023",NA,"paved"
"Turkmenistan",2002,58592,"2008 to 2023",NA,"total"
"Turkmenistan",2002,11015,"2008 to 2023",NA,"unpaved"
"Turks and Caicos Islands",2003,24,"2006 to 2023",NA,"paved"
"Turks and Caicos Islands",2003,121,"2006 to 2023",NA,"total"
"Turks and Caicos Islands",2003,97,"2006 to 2023",NA,"unpaved"
"Tuvalu",2002,8,"2006 to 2012",NA,"paved"
"Tuvalu",2002,8,"2006 to 2012",NA,"total"
"Tuvalu",2011,8,"2013 to 2023",NA,"paved"
"Tuvalu",2011,8,"2013 to 2023",NA,"total"
"Uganda",2003,16272,"2006 to 2012",NA,"paved"
"Uganda",2003,70746,"2006 to 2012",NA,"total"
"Uganda",2003,54474,"2006 to 2012",NA,"unpaved"
"Uganda",2011,3264,"2013 to 2017",NA,"paved"
"Uganda",2011,20000,"2013 to 2017","does not include local roads","total"
"Uganda",2011,20000,"2013 to 2017","excludes local roads","total"
"Uganda",2011,16736,"2013 to 2017",NA,"unpaved"
"Uganda",2017,4257,"2018 to 2023",NA,"paved"
"Uganda",2017,20544,"2018 to 2023","excludes local roads","total"
"Uganda",2017,16287,"2018 to 2023",NA,"unpaved"
"Ukraine",2004,164772,"2006","including 15 km of expressways","paved"
"Ukraine",2004,164732,"2007","includes 15 km of expressways","paved"
"Ukraine",2004,169447,"2006",NA,"total"
"Ukraine",2004,169477,"2007",NA,"total"
"Ukraine",2004,4675,"2006",NA,"unpaved"
"Ukraine",2004,4745,"2007",NA,"unpaved"
"Ukraine",2007,165611,"2008 to 2009","includes 15 km of expressways","paved"
"Ukraine",2007,169422,"2008 to 2009",NA,"total"
"Ukraine",2007,3811,"2008 to 2009",NA,"unpaved"
"Ukraine",2009,165820,"2010","includes 15 km of expressways","paved"
"Ukraine",2009,165844,"2012","includes 15 km of expressways","paved"
"Ukraine",2009,169495,"2010",NA,"total"
"Ukraine",2009,169496,"2012",NA,"total"
"Ukraine",2009,3675,"2010",NA,"unpaved"
"Ukraine",2009,3652,"2012",NA,"unpaved"
"Ukraine",2010,165844,"2011","includes 15 km of expressways","paved"
"Ukraine",2010,169496,"2011",NA,"total"
"Ukraine",2010,3652,"2011",NA,"unpaved"
"Ukraine",2012,166095,"2013 to 2023","includes 17 km of expressways","paved"
"Ukraine",2012,166095,"2013 to 2023",NA,"paved"
"Ukraine",2012,169694,"2013 to 2023",NA,"total"
"Ukraine",2012,3599,"2013 to 2023",NA,"unpaved"
"United Arab Emirates",1999,1088,"2006 to 2007","including 253 km of expressways","paved"
"United Arab Emirates",1999,1088,"2006 to 2007","includes 253 km of expressways","paved"
"United Arab Emirates",1999,1088,"2006 to 2007",NA,"total"
"United Arab Emirates",2008,4080,"2008 to 2023","includes 253 km of expressways","paved"
"United Arab Emirates",2008,4080,"2008 to 2023",NA,"paved"
"United Arab Emirates",2008,4080,"2008 to 2023",NA,"total"
"United Kingdom",2004,387674,"2006","including 3523 km of expressways","paved"
"United Kingdom",2004,387674,"2006",NA,"total"
"United Kingdom",2005,388008,"2007","includes 3520 km of expressways","paved"
"United Kingdom",2005,388008,"2007",NA,"total"
"United Kingdom",2006,398366,"2008 to 2009","includes 3520 km of expressways","paved"
"United Kingdom",2006,398366,"2008 to 2009",NA,"total"
"United Kingdom",2009,394428,"2010 to 2023","includes 3519 km of expressways","paved"
"United Kingdom",2009,394428,"2010 to 2023",NA,"paved"
"United Kingdom",2009,394428,"2010 to 2023",NA,"total"
"United States",2004,4164964,"2006","including 74950 km of expressways","paved"
"United States",2004,6407637,"2006",NA,"total"
"United States",2004,2242673,"2006",NA,"unpaved"
"United States",2005,4165110,"2007","includes 75009 km of expressways","paved"
"United States",2005,6430366,"2007",NA,"total"
"United States",2005,2265256,"2007",NA,"unpaved"
"United States",2007,4209835,"2008 to 2009","includes 75040 km of expressways","paved"
"United States",2007,6465799,"2008 to 2009",NA,"total"
"United States",2007,2255964,"2008 to 2009",NA,"unpaved"
"United States",2008,4374784,"2010 to 2012","includes 75238 km of expressways","paved"
"United States",2008,6506204,"2010 to 2012",NA,"total"
"United States",2008,2131420,"2010 to 2012",NA,"unpaved"
"United States",2012,4304715,"2013 to 2023","includes 76334 km of expressways","paved"
"United States",2012,4304715,"2013 to 2023",NA,"paved"
"United States",2012,6586610,"2013 to 2023",NA,"total"
"United States",2012,2281895,"2013 to 2023",NA,"unpaved"
"Uruguay",2004,7743,"2006 to 2009",NA,"paved"
"Uruguay",2004,77732,"2006 to 2009",NA,"total"
"Uruguay",2004,69989,"2006 to 2009",NA,"unpaved"
"Uruguay",2010,7743,"2010 to 2023",NA,"paved"
"Uruguay",2010,77732,"2010 to 2023",NA,"total"
"Uruguay",2010,69989,"2010 to 2023",NA,"unpaved"
"Uzbekistan",1999,71237,"2006 to 2007",NA,"paved"
"Uzbekistan",1999,81600,"2006 to 2007",NA,"total"
"Uzbekistan",1999,10363,"2006 to 2007",NA,"unpaved"
"Uzbekistan",2000,75511,"2008 to 2023",NA,"paved"
"Uzbekistan",2000,86496,"2008 to 2023",NA,"total"
"Uzbekistan",2000,10985,"2008 to 2023",NA,"unpaved"
"Vanuatu",1999,256,"2006 to 2012",NA,"paved"
"Vanuatu",1999,1070,"2006 to 2012",NA,"total"
"Vanuatu",1999,814,"2006 to 2012",NA,"unpaved"
"Vanuatu",2000,256,"2011 to 2023",NA,"paved"
"Vanuatu",2000,1070,"2011 to 2023",NA,"total"
"Vanuatu",2000,814,"2011 to 2023",NA,"unpaved"
"Venezuela, RB",1999,32308,"2006 to 2007",NA,"paved"
"Venezuela, RB",1999,96155,"2006 to 2007",NA,"total"
"Venezuela, RB",1999,63847,"2006 to 2007",NA,"unpaved"
"Venezuela, RB",2002,32308,"2008 to 2014",NA,"paved"
"Venezuela, RB",2002,96155,"2008 to 2014",NA,"total"
"Venezuela, RB",2002,63847,"2008 to 2014",NA,"unpaved"
"Venezuela, RB",2014,96189,"2015 to 2023",NA,"total"
"Vietnam",2004,42167,"2006 to 2009",NA,"paved"
"Vietnam",2004,222179,"2006 to 2009",NA,"total"
"Vietnam",2004,180012,"2006 to 2009",NA,"unpaved"
"Vietnam",2008,125789,"2010 to 2011",NA,"paved"
"Vietnam",2008,133899,"2012",NA,"paved"
"Vietnam",2008,171392,"2010 to 2011",NA,"total"
"Vietnam",2008,180549,"2012",NA,"total"
"Vietnam",2008,45603,"2010 to 2011",NA,"unpaved"
"Vietnam",2008,46650,"2012",NA,"unpaved"
"Vietnam",2013,148338,"2013 to 2023",NA,"paved"
"Vietnam",2013,206633,"2013 to 2014",NA,"total"
"Vietnam",2013,195468,"2015 to 2023",NA,"total"
"Vietnam",2013,47130,"2013 to 2023",NA,"unpaved"
"Virgin Islands (U.S.)",2004,1257,"2006 to 2007",NA,"total"
"Virgin Islands (U.S.)",2007,1257,"2008 to 2009",NA,"total"
"Virgin Islands (U.S.)",2008,1260,"2010 to 2023",NA,"total"
"West Bank and Gaza",2003,4158,"2006",NA,"paved"
"West Bank and Gaza",2003,4158,"2006",NA,"total"
"West Bank and Gaza",2004,4996,"2007",NA,"paved"
"West Bank and Gaza",2004,4996,"2007",NA,"total"
"West Bank and Gaza",2006,5147,"2008 to 2012",NA,"paved"
"West Bank and Gaza",2006,5147,"2008 to 2012",NA,"total"
"West Bank and Gaza",2010,4686,"2013 to 2023",NA,"paved"
"West Bank and Gaza",2010,4686,"2013 to 2023",NA,"total"
"World",2002,19403061,"2006 to 2007",NA,"paved"
"World",2002,32345165,"2006 to 2007",NA,"total"
"World",2002,12942104,"2006 to 2007",NA,"unpaved"
"World",2008,68937575,"2008 to 2009",NA,"total"
"World",2008,102260304,"2010 to 2013",NA,"total"
"World",2013,64285009,"2014 to 2020",NA,"total"
"Yemen, Rep.",2005,6200,"2006 to 2023",NA,"paved"
"Yemen, Rep.",2005,71300,"2006 to 2023",NA,"total"
"Yemen, Rep.",2005,65100,"2006 to 2023",NA,"unpaved"
"Zambia",2001,20117,"2006 to 2013",NA,"paved"
"Zambia",2001,91440,"2006 to 2013",NA,"total"
"Zambia",2001,71323,"2006 to 2013",NA,"unpaved"
"Zambia",2005,9403,"2015 to 2018",NA,"paved"
"Zambia",2005,40454,"2015 to 2018",NA,"total"
"Zambia",2005,31051,"2015 to 2018",NA,"unpaved"
"Zambia",2018,14888,"2019 to 2023",NA,"paved"
"Zambia",2018,67671,"2019 to 2023",NA,"total"
"Zambia",2018,52783,"2019 to 2023",NA,"unpaved"
"Zambia",NA,9403,"2014",NA,"paved"
"Zambia",NA,67671,"2014",NA,"total"
"Zambia",NA,31051,"2014",NA,"unpaved"
"Zimbabwe",2002,18514,"2006 to 2007",NA,"paved"
"Zimbabwe",2002,18481,"2008 to 2017",NA,"paved"
"Zimbabwe",2002,97440,"2006 to 2007",NA,"total"
"Zimbabwe",2002,97267,"2008 to 2017",NA,"total"
"Zimbabwe",2002,78926,"2006 to 2007",NA,"unpaved"
"Zimbabwe",2002,78786,"2008 to 2017",NA,"unpaved"
