"country","year","paved","paved.note","paved.source","unpaved","unpaved.note","unpaved.source","total","total.note","total.source","paved.ratio","land_area_sqkm","population","road_length_per_sqkm","road_length_per_capita"
"Congo, Rep.",2010,1902.54545454545,NA,"linear interpolation",17397.0909090909,NA,"linear interpolation",19299.6363636364,NA,"linear interpolation",9.85793420507216,341500,4437884,0.0565143085318781,0.00434883750085319
"Congo, Rep.",2011,2075.18181818182,NA,"linear interpolation",17799.3636363636,NA,"linear interpolation",19874.5454545455,NA,"linear interpolation",10.4414051779343,341500,4584216,0.0581977904964728,0.00433542953790691
"Congo, Rep.",2012,2247.81818181818,NA,"linear interpolation",18201.6363636364,NA,"linear interpolation",20449.4545454545,NA,"linear interpolation",10.9920691372075,341500,4713257,0.0598812724610675,0.00433870984447794
"Congo, Rep.",2013,2420.45454545455,NA,"linear interpolation",18603.9090909091,NA,"linear interpolation",21024.3636363636,NA,"linear interpolation",11.5126173962675,341500,4828066,0.0615647544256622,0.00435461396682722
"Congo, Rep.",2014,2593.09090909091,NA,"linear interpolation",19006.1818181818,NA,"linear interpolation",21599.2727272727,NA,"linear interpolation",12.0054547291155,341500,4944861,0.0632482363902569,0.00436802424320375
"Congo, Rep.",2015,2765.72727272727,NA,"linear interpolation",19408.4545454545,NA,"linear interpolation",22174.1818181818,NA,"linear interpolation",12.4727365158497,341500,5064386,0.0649317183548516,0.00437845413406123
"Congo, Rep.",2016,2938.36363636364,NA,"linear interpolation",19810.7272727273,NA,"linear interpolation",22749.0909090909,NA,"linear interpolation",12.9164002557545,341500,5186824,0.0666152003194463,0.00438593846814369
"Congo, Rep.",2017,3111,NA,"CIA World Factbook (2019 to 2023)",20213,NA,"CIA World Factbook (2019 to 2023)",23324,NA,"CIA World Factbook (2019 to 2023)",13.3381924198251,341500,5312340,0.068298682284041,0.00439053223250018
"Cook Islands",2003,33,NA,"CIA World Factbook (2006 to 2018)",287,NA,"CIA World Factbook (2006 to 2018)",320,NA,"CIA World Factbook (2006 to 2018)",10.3125,NA,NA,NA,NA
"Cook Islands",2004,44.6,NA,"linear interpolation",273.733333333333,NA,"linear interpolation",318.333333333333,NA,"linear interpolation",14.0104712041885,NA,NA,NA,NA
"Cook Islands",2005,56.2,NA,"linear interpolation",260.466666666667,NA,"linear interpolation",316.666666666667,NA,"linear interpolation",17.7473684210526,NA,NA,NA,NA
"Cook Islands",2006,67.8,NA,"linear interpolation",247.2,NA,"linear interpolation",315,NA,"linear interpolation",21.5238095238095,NA,NA,NA,NA
"Cook Islands",2007,79.4,NA,"linear interpolation",233.933333333333,NA,"linear interpolation",313.333333333333,NA,"linear interpolation",25.3404255319149,NA,NA,NA,NA
"Cook Islands",2008,91,NA,"linear interpolation",220.666666666667,NA,"linear interpolation",311.666666666667,NA,"linear interpolation",29.1978609625668,NA,NA,NA,NA
"Cook Islands",2009,102.6,NA,"linear interpolation",207.4,NA,"linear interpolation",310,NA,"linear interpolation",33.0967741935484,NA,NA,NA,NA
"Cook Islands",2010,114.2,NA,"linear interpolation",194.133333333333,NA,"linear interpolation",308.333333333333,NA,"linear interpolation",37.0378378378378,NA,NA,NA,NA
"Cook Islands",2011,125.8,NA,"linear interpolation",180.866666666667,NA,"linear interpolation",306.666666666667,NA,"linear interpolation",41.0217391304348,NA,NA,NA,NA
"Cook Islands",2012,137.4,NA,"linear interpolation",167.6,NA,"linear interpolation",305,NA,"linear interpolation",45.0491803278688,NA,NA,NA,NA
"Cook Islands",2013,149,NA,"linear interpolation",154.333333333333,NA,"linear interpolation",303.333333333333,NA,"linear interpolation",49.1208791208791,NA,NA,NA,NA
"Cook Islands",2014,160.6,NA,"linear interpolation",141.066666666667,NA,"linear interpolation",301.666666666667,NA,"linear interpolation",53.2375690607735,NA,NA,NA,NA
"Cook Islands",2015,172.2,NA,"linear interpolation",127.8,NA,"linear interpolation",300,NA,"linear interpolation",57.4,NA,NA,NA,NA
"Cook Islands",2016,183.8,NA,"linear interpolation",114.533333333333,NA,"linear interpolation",298.333333333333,NA,"linear interpolation",61.608938547486,NA,NA,NA,NA
"Cook Islands",2017,195.4,NA,"linear interpolation",101.266666666667,NA,"linear interpolation",296.666666666667,NA,"linear interpolation",65.8651685393258,NA,NA,NA,NA
"Cook Islands",2018,207,NA,"CIA World Factbook (2019 to 2023)",88,NA,"CIA World Factbook (2019 to 2023)",295,NA,"CIA World Factbook (2019 to 2023)",70.1694915254237,NA,NA,NA,NA
"Costa Rica",2003,8075,NA,"CIA World Factbook (2006)",27814,NA,"CIA World Factbook (2006)",35889,NA,"CIA World Factbook (2006)",22.4999303407729,51060,4188610,0.702878965922444,0.00856823624066218
"Costa Rica",2004,9619,NA,"CIA World Factbook (2012)",28430,NA,"CIA World Factbook (2012)",38049,NA,"CIA World Factbook (2012)",25.2805592788247,51060,4252800,0.7451821386604,0.00894681151241535
"Costa Rica",2005,9619,NA,"linear interpolation",28430,NA,"linear interpolation",38049,NA,"linear interpolation",25.2805592788247,51060,4315887,0.7451821386604,0.0088160324864854
"Costa Rica",2006,9619,NA,"linear interpolation",28430,NA,"linear interpolation",38049,NA,"linear interpolation",25.2805592788247,51060,4378172,0.7451821386604,0.00869061334273756
"Costa Rica",2007,9619,NA,"linear interpolation",28430,NA,"linear interpolation",38049,NA,"linear interpolation",25.2805592788247,51060,4440019,0.7451821386604,0.00856955792306294
"Costa Rica",2008,9619,NA,"CIA World Factbook (2011)",28430,NA,"CIA World Factbook (2011)",38049,NA,"CIA World Factbook (2011)",25.2805592788247,51060,4501921,0.7451821386604,0.00845172538567425
"Costa Rica",2009,9876,NA,"linear interpolation",28657.5,NA,"linear interpolation",38533.5,NA,"linear interpolation",25.6296469305929,51060,4563127,0.754670975323149,0.00844453814237473
"Costa Rica",2010,10133,NA,"CIA World Factbook (2013 to 2018)",28885,NA,"CIA World Factbook (2013 to 2018)",39018,NA,"CIA World Factbook (2013 to 2018)",25.9700650981598,51060,4622252,0.764159811985899,0.00844133984906059
"Costa Rica",2011,NA,NA,NA,NA,NA,NA,34163.2857142857,NA,"linear interpolation",NA,51060,4679926,0.669081192994237,0.00729996280160962
"Costa Rica",2012,NA,NA,NA,NA,NA,NA,29308.5714285714,NA,"linear interpolation",NA,51060,4736593,0.574002574002574,0.00618769048313238
"Costa Rica",2013,NA,NA,NA,NA,NA,NA,24453.8571428571,NA,"linear interpolation",NA,51060,4791535,0.478923955010912,0.00510355390138174
"Costa Rica",2014,NA,NA,NA,NA,NA,NA,19599.1428571429,NA,"linear interpolation",NA,51060,4844288,0.383845336019249,0.00404582528064864
"Costa Rica",2015,NA,NA,NA,NA,NA,NA,14744.4285714286,NA,"linear interpolation",NA,51060,4895242,0.288766717027587,0.0030119917608626
"Costa Rica",2016,NA,NA,NA,NA,NA,NA,9889.71428571429,NA,"linear interpolation",NA,51060,4945205,0.193688098035924,0.00199985931538011
"Costa Rica",2017,NA,NA,NA,NA,NA,NA,5035,NA,"CIA World Factbook (2019 to 2023)",NA,51060,4993842,0.0986094790442616,0.00100824175053997
"Cote d'Ivoire",2005,9619,NA,"linear interpolation",28430,NA,"linear interpolation",38049,NA,"linear interpolation",25.2805592788247,318000,18970215,0.119650943396226,0.00200572318236773
"Cote d'Ivoire",2006,6500,NA,"CIA World Factbook (2006 to 2012)",73500,NA,"CIA World Factbook (2006 to 2012)",38049,NA,"linear interpolation",17.0832347762096,318000,19394057,0.119650943396226,0.00196188966547845
"Cote d'Ivoire",2006,9619,NA,"linear interpolation",28430,NA,"linear interpolation",80000,NA,"CIA World Factbook (2006 to 2012)",12.02375,318000,19394057,0.251572327044025,0.00412497498589387
"Cote d'Ivoire",2006,6500,NA,"CIA World Factbook (2006 to 2012)",28430,NA,"linear interpolation",80000,NA,"CIA World Factbook (2006 to 2012)",8.125,318000,19394057,0.251572327044025,0.00412497498589387
"Cote d'Ivoire",2006,6500,NA,"CIA World Factbook (2006 to 2012)",73500,NA,"CIA World Factbook (2006 to 2012)",80000,NA,"CIA World Factbook (2006 to 2012)",8.125,318000,19394057,0.251572327044025,0.00412497498589387
"Cote d'Ivoire",2006,9619,NA,"linear interpolation",28430,NA,"linear interpolation",38049,NA,"linear interpolation",25.2805592788247,318000,19394057,0.119650943396226,0.00196188966547845
"Cote d'Ivoire",2006,9619,NA,"linear interpolation",73500,NA,"CIA World Factbook (2006 to 2012)",38049,NA,"linear interpolation",25.2805592788247,318000,19394057,0.119650943396226,0.00196188966547845
"Cote d'Ivoire",2006,9619,NA,"linear interpolation",73500,NA,"CIA World Factbook (2006 to 2012)",80000,NA,"CIA World Factbook (2006 to 2012)",12.02375,318000,19394057,0.251572327044025,0.00412497498589387
"Cote d'Ivoire",2006,6500,NA,"CIA World Factbook (2006 to 2012)",28430,NA,"linear interpolation",38049,NA,"linear interpolation",17.0832347762096,318000,19394057,0.119650943396226,0.00196188966547845
"Cote d'Ivoire",2007,6502,NA,"CIA World Factbook (2013 to 2023)",28430,NA,"linear interpolation",38049,NA,"linear interpolation",17.0884911561408,318000,19817700,0.119650943396226,0.0019199503474167
"Cote d'Ivoire",2007,6502,NA,"CIA World Factbook (2013 to 2023)",75494,NA,"CIA World Factbook (2013 to 2023)",81996,NA,"CIA World Factbook (2013 to 2023)",7.92965510512708,318000,19817700,0.257849056603774,0.00413751343495966
"Cote d'Ivoire",2007,9619,NA,"linear interpolation",28430,NA,"linear interpolation",81996,NA,"CIA World Factbook (2013 to 2023)",11.7310600517098,318000,19817700,0.257849056603774,0.00413751343495966
"Cote d'Ivoire",2007,9619,NA,"linear interpolation",28430,NA,"linear interpolation",38049,NA,"linear interpolation",25.2805592788247,318000,19817700,0.119650943396226,0.0019199503474167
"Cote d'Ivoire",2007,6502,NA,"CIA World Factbook (2013 to 2023)",28430,NA,"linear interpolation",81996,NA,"CIA World Factbook (2013 to 2023)",7.92965510512708,318000,19817700,0.257849056603774,0.00413751343495966
"Cote d'Ivoire",2007,9619,NA,"linear interpolation",75494,NA,"CIA World Factbook (2013 to 2023)",81996,NA,"CIA World Factbook (2013 to 2023)",11.7310600517098,318000,19817700,0.257849056603774,0.00413751343495966
"Cote d'Ivoire",2007,6502,NA,"CIA World Factbook (2013 to 2023)",75494,NA,"CIA World Factbook (2013 to 2023)",38049,NA,"linear interpolation",17.0884911561408,318000,19817700,0.119650943396226,0.0019199503474167
"Cote d'Ivoire",2007,9619,NA,"linear interpolation",75494,NA,"CIA World Factbook (2013 to 2023)",38049,NA,"linear interpolation",25.2805592788247,318000,19817700,0.119650943396226,0.0019199503474167
"Cote d'Ivoire",2009,9876,NA,"linear interpolation",28657.5,NA,"linear interpolation",38533.5,NA,"linear interpolation",25.6296469305929,318000,20677762,0.121174528301887,0.00186352372176447
"Cote d'Ivoire",2011,NA,NA,NA,NA,NA,NA,34163.2857142857,NA,"linear interpolation",NA,318000,21562914,0.107431716082659,0.00158435384541652
"Cote d'Ivoire",2012,NA,NA,NA,NA,NA,NA,29308.5714285714,NA,"linear interpolation",NA,318000,22010712,0.0921653189577718,0.00133155944380952
"Cote d'Ivoire",2013,NA,NA,NA,NA,NA,NA,24453.8571428571,NA,"linear interpolation",NA,318000,22469268,0.0768989218328841,0.00108832460153384
"Cote d'Ivoire",2014,NA,NA,NA,NA,NA,NA,19599.1428571429,NA,"linear interpolation",NA,318000,22995555,0.0616325247079964,0.000852301362465175
"Cote d'Ivoire",2015,NA,NA,NA,NA,NA,NA,14744.4285714286,NA,"linear interpolation",NA,318000,23596741,0.0463661275831087,0.000624850210095901
"Cote d'Ivoire",2016,NA,NA,NA,NA,NA,NA,9889.71428571429,NA,"linear interpolation",NA,318000,24213622,0.031099730458221,0.000408435974003158
"Croatia",2004,24186,"including 742 km of expressways","CIA World Factbook (2006)",4158,NA,"CIA World Factbook (2006)",28344,NA,"CIA World Factbook (2006)",85.3302286198137,55964,4304600,0.506468443999714,0.00658458393346652
"Croatia",2005,26311,NA,"linear interpolation",NA,NA,NA,28566,NA,"linear interpolation",92.1060001400266,55964,4310145,0.510435279822743,0.00662761925642873
"Croatia",2006,28436,"includes 792 km of expressways","CIA World Factbook (2007)",NA,NA,NA,28788,"includes 877 km of expressways","CIA World Factbook (2008 to 2009)",98.7772683062387,55964,4311159,0.514402115645772,0.00667755469004971
"Croatia",2007,NA,NA,NA,NA,NA,NA,29065.5,NA,"linear interpolation",NA,55964,4310217,0.519360660424559,0.00674339598215125
"Croatia",2008,NA,NA,NA,NA,NA,NA,29343,"includes 1047 km of expressways","CIA World Factbook (2012)",NA,55964,4309705,0.524319205203345,0.00680858666660479
"Croatia",2009,NA,NA,NA,NA,NA,NA,29343,"includes 1047 km of expressways","CIA World Factbook (2011)",NA,55964,4305181,0.524319205203345,0.00681574131261845
"Croatia",2010,NA,NA,NA,NA,NA,NA,29376.5,NA,"linear interpolation",NA,55964,4295427,0.524917804302766,0.00683901740152958
"Croatia",2011,NA,NA,NA,NA,NA,NA,29410,"includes 1254 km of expressways","CIA World Factbook (2013 to 2014)",NA,55964,4280622,0.525516403402187,0.00687049685769965
"Croatia",2012,NA,NA,NA,NA,NA,NA,28797,NA,"linear interpolation",NA,55964,4267558,0.514562933314273,0.00674788719918979
"Croatia",2013,NA,NA,NA,NA,NA,NA,28184,NA,"linear interpolation",NA,55964,4255689,0.50360946322636,0.00662266439112445
"Croatia",2014,NA,NA,NA,NA,NA,NA,27571,NA,"linear interpolation",NA,55964,4238389,0.492655993138446,0.00650506595784389
"Croatia",2015,NA,NA,NA,NA,NA,NA,26958,"includes 1416 km of expressways","CIA World Factbook (2015 to 2023)",NA,55964,4203604,0.481702523050532,0.00641306840511142
"Cuba",1999,29820,"including 638 km of expressway","CIA World Factbook (2006 to 2007)",31038,NA,"CIA World Factbook (2006 to 2007)",60858,NA,"CIA World Factbook (2006 to 2007)",48.9993098688751,107400,11070094,0.566648044692737,0.00549751429391656
"Cuba",1999,29820,"includes 638 km of expressway","CIA World Factbook (2006 to 2007)",31038,NA,"CIA World Factbook (2006 to 2007)",60858,NA,"CIA World Factbook (2006 to 2007)",48.9993098688751,107400,11070094,0.566648044692737,0.00549751429391656
"Cuba",2000,29820,"includes 638 km of expressway","CIA World Factbook (2008 to 2012)",31038,NA,"CIA World Factbook (2008 to 2012)",60858,NA,"CIA World Factbook (2008 to 2012)",48.9993098688751,107400,11105791,0.566648044692737,0.0054798438040118
"Cuba",2001,20000,NA,"CIA World Factbook (2019 to 2023)",40000,NA,"CIA World Factbook (2019 to 2023)",60858,NA,"CIA World Factbook (2011 to 2018)",32.863386900654,107400,11139127,0.566648044692737,0.00546344430761944
"Cuba",2002,NA,NA,NA,NA,NA,NA,60796.7142857143,NA,"linear interpolation",NA,106390,11170051,0.571451398493414,0.00544283229196664
"Cuba",2003,NA,NA,NA,NA,NA,NA,60735.4285714286,NA,"linear interpolation",NA,106400,11199217,0.570821697099893,0.00542318526120429
"Cuba",2004,NA,NA,NA,NA,NA,NA,60674.1428571429,NA,"linear interpolation",NA,106410,11225294,0.570192114060172,0.00540512728282599
"Cuba",2005,26311,NA,"linear interpolation",28430,NA,"linear interpolation",60612.8571428571,NA,"linear interpolation",43.4082820712249,106440,11246114,0.569455628925753,0.00538967123602492
"Cuba",2006,NA,NA,NA,28430,NA,"linear interpolation",60551.5714285714,NA,"linear interpolation",NA,106430,11260630,0.568933302908686,0.00537728097171929
"Cuba",2007,NA,NA,NA,28430,NA,"linear interpolation",60490.2857142857,NA,"linear interpolation",NA,106440,11269887,0.56830407473023,0.00536742610766956
"Cuba",2008,NA,NA,NA,NA,NA,NA,60429,NA,"linear interpolation",NA,106440,11276609,0.567728297632469,0.00535879181409943
"Cuba",2009,NA,NA,NA,28657.5,NA,"linear interpolation",60367.7142857143,NA,"linear interpolation",NA,106440,11283185,0.567152520534708,0.00535023703730057
"Cuba",2010,NA,NA,NA,NA,NA,NA,60306.4285714286,NA,"linear interpolation",NA,106440,11290417,0.566576743436946,0.00534138186139879
"Cuba",2011,NA,NA,NA,NA,NA,NA,60245.1428571429,NA,"linear interpolation",NA,106863,11298710,0.563760542537107,0.00533203727302877
"Cuba",2012,NA,NA,NA,NA,NA,NA,60183.8571428571,NA,"linear interpolation",NA,106649,11309290,0.564317125738236,0.00532163001769847
"Cuba",2013,NA,NA,NA,NA,NA,NA,60122.5714285714,NA,"linear interpolation",NA,104220,11321579,0.576881322477177,0.005310440480835
"Cuba",2014,NA,NA,NA,NA,NA,NA,60061.2857142857,NA,"linear interpolation",NA,104020,11332026,0.577401323921224,0.00530013659642907
"Cuba",2015,NA,NA,NA,NA,NA,NA,60000,NA,"CIA World Factbook (2019 to 2023)",NA,104100,11339894,0.576368876080692,0.00529105474883628
"Cyprus",2006,7979,"includes 257 km of expressways","CIA World Factbook (2007 to 2009)",4301,NA,"CIA World Factbook (2007 to 2009)",14630,"area under government control: 12280 km; area administered by Turkish Cypriots: 2350 km","CIA World Factbook (2007 to 2009)",54.5386192754614,9240,1055438,1.58333333333333,0.0138615437382395
"Cyprus",2007,8096,NA,"linear interpolation",4329.2,NA,"linear interpolation",15705.2,NA,"linear interpolation",51.5498051600744,9240,1073873,1.69969696969697,0.0146248206259027
"Cyprus",2008,8213,NA,"linear interpolation",4357.4,NA,"linear interpolation",16780.4,NA,"linear interpolation",48.9440061023575,9240,1092390,1.81606060606061,0.0153611805307628
"Cyprus",2009,8330,NA,"linear interpolation",4385.6,NA,"linear interpolation",17855.6,NA,"linear interpolation",46.6520307354555,9240,1110974,1.93242424242424,0.0160720232876737
"Cyprus",2010,8447,NA,"linear interpolation",4413.8,NA,"linear interpolation",18930.8,NA,"linear interpolation",44.6204069558603,9240,1129686,2.04878787878788,0.0167575768841961
"Cyprus",2011,8564,NA,"CIA World Factbook (2013 to 2018)",4442,NA,"CIA World Factbook (2013 to 2018)",20006,NA,"CIA World Factbook (2013 to 2018)",42.8071578526442,9240,1145086,2.16515151515152,0.0174711768373729
"Cyprus",2012,8577.4,NA,"linear interpolation",4407.6,NA,"linear interpolation",18585,NA,"linear interpolation",46.152273338714,9240,1156556,2.01136363636364,0.0160692608053566
"Cyprus",2013,8590.8,NA,"linear interpolation",4373.2,NA,"linear interpolation",17164,NA,"linear interpolation",50.0512701002097,9240,1166968,1.85757575757576,0.0147082010817777
"Cyprus",2014,8604.2,NA,"linear interpolation",4338.8,NA,"linear interpolation",15743,NA,"linear interpolation",54.6541319951725,9240,1176995,1.70378787878788,0.013375587831724
"Cyprus",2015,8617.6,NA,"linear interpolation",4304.4,NA,"linear interpolation",14322,NA,"linear interpolation",60.1703672671415,9240,1187280,1.55,0.0120628663836669
"Cyprus",2016,8631,NA,"CIA World Factbook (2019 to 2023)",4270,NA,"CIA World Factbook (2019 to 2023)",12901,NA,"CIA World Factbook (2022 to 2023)",66.9017905588714,9240,1197881,1.39621212121212,0.0107698510953926
"Czechia",2003,127747,"including 518 km of expressways","CIA World Factbook (2006)",NA,NA,NA,127747,NA,"CIA World Factbook (2006)",100,77270,10193998,1.65325482075838,0.0125315896667824
"Czechia",2004,127786.333333333,NA,"linear interpolation",NA,NA,NA,127786.333333333,NA,"linear interpolation",100,77260,10197101,1.65397791008715,0.0125316335822636
"Czechia",2005,127825.666666667,NA,"linear interpolation",NA,NA,NA,127825.666666667,NA,"linear interpolation",100,77260,10211216,1.65448701354733,0.012518163034321
"Czechia",2006,127865,"includes 633 km of expressways","CIA World Factbook (2007)",NA,NA,NA,127865,NA,"CIA World Factbook (2007)",100,77250,10238905,1.65521035598706,0.0124881518092023
"Czechia",2007,128512,"includes 657 km of expressways","CIA World Factbook (2008 to 2009)",NA,NA,NA,128512,NA,"CIA World Factbook (2008 to 2009)",100,77250,10298828,1.6635857605178,0.0124783130663023
"Czechia",2008,127797,"includes 730 km of expressways","CIA World Factbook (2012)",NA,NA,NA,127797,"includes urban roads","CIA World Factbook (2012)",100,77240,10384603,1.65454427757639,0.0123063924542903
"Czechia",2009,127719,"includes 729 km of expressways","CIA World Factbook (2011)",NA,NA,NA,127719,NA,"CIA World Factbook (2011)",100,77240,10443936,1.65353443811497,0.0122290102122418
"Czechia",2010,130671,"includes 730 km of expressways","CIA World Factbook (2013 to 2014)",NA,NA,NA,130671,"includes urban roads","CIA World Factbook (2013 to 2014)",100,77230,10474410,1.69197203159394,0.0124752611364268
"Czechia",2011,130661,"includes 730 km of expressways","CIA World Factbook (2015 to 2018)",NA,NA,NA,130661,"includes urban roads","CIA World Factbook (2015 to 2018)",100,77230,10496088,1.69184254823255,0.0124485427332545
"Czechia",2012,121296.375,NA,"linear interpolation",NA,NA,NA,121296.375,NA,"linear interpolation",100,77230,10510785,1.57058623591868,0.0115401822984677
"Czechia",2013,111931.75,NA,"linear interpolation",NA,NA,NA,111931.75,NA,"linear interpolation",100,77220,10514272,1.44951761201761,0.0106456966302565
"Czechia",2014,102567.125,NA,"linear interpolation",NA,NA,NA,102567.125,NA,"linear interpolation",100,77220,10525347,1.3282455969956,0.00974477373525072
"Czechia",2015,93202.5,NA,"linear interpolation",NA,NA,NA,93202.5,NA,"linear interpolation",100,77210,10546059,1.20712990545266,0.00883766153783134
"Czechia",2016,83837.875,NA,"linear interpolation",NA,NA,NA,83837.875,NA,"linear interpolation",100,77210,10566332,1.08584218365497,0.0079344350527695
"Czechia",2017,74473.25,NA,"linear interpolation",NA,NA,NA,74473.25,NA,"linear interpolation",100,77210,10594438,0.964554461857272,0.00702946678247586
"Czechia",2018,65108.625,NA,"linear interpolation",NA,NA,NA,65108.625,NA,"linear interpolation",100,77210,10629928,0.843266740059578,0.00612502972738856
"Czechia",2019,55744,NA,"CIA World Factbook (2019 to 2023)",NA,NA,NA,55744,"includes urban and category I II III roads","CIA World Factbook (2019 to 2023)",100,77205.5,10671870,0.722021099533064,0.00522345193485303
"Denmark",2005,72257,"includes 1032 km of expressways","CIA World Factbook (2006 to 2007)",NA,NA,NA,72257,NA,"CIA World Factbook (2006 to 2007)",100,40000,5419432,1.806425,0.0133329470689917
"Denmark",2005,72257,"including 1032 km of expressways","CIA World Factbook (2006 to 2007)",NA,NA,NA,72257,NA,"CIA World Factbook (2006 to 2007)",100,40000,5419432,1.806425,0.0133329470689917
"Denmark",2006,72362,"includes 1032 km of expressways","CIA World Factbook (2008 to 2009)",NA,NA,NA,72362,NA,"CIA World Factbook (2008 to 2009)",100,40000,5437272,1.80905,0.0133085120626667
"Denmark",2007,72779.5,NA,"linear interpolation",NA,NA,NA,72779.5,NA,"linear interpolation",100,40000,5461438,1.8194875,0.0133260690682564
"Denmark",2008,73197,"includes 1111 km of expressways","CIA World Factbook (2010 to 2012)",NA,NA,NA,73197,NA,"CIA World Factbook (2010 to 2012)",100,40000,5493621,1.829925,0.0133239988706902
"Denmark",2009,73380,NA,"linear interpolation",NA,NA,NA,73380,NA,"linear interpolation",100,40000,5523095,1.8345,0.0132860289384847
"Denmark",2010,73563,NA,"linear interpolation",NA,NA,NA,73563,NA,"linear interpolation",100,40000,5547683,1.839075,0.0132601304003852
"Denmark",2011,73746,NA,"linear interpolation",NA,NA,NA,73746,NA,"linear interpolation",100,40000,5570572,1.84365,0.0132384968724935
"Denmark",2012,73929,"includes 1143 km of expressways","CIA World Factbook (2013 to 2015)",NA,NA,NA,73929,NA,"CIA World Factbook (2013 to 2015)",100,40000,5591572,1.848225,0.0132215055086477
"Denmark",2013,74071,NA,"linear interpolation",NA,NA,NA,74071,NA,"linear interpolation",100,40000,5614932,1.851775,0.0131917893217585
"Denmark",2014,74213,NA,"linear interpolation",NA,NA,NA,74213,NA,"linear interpolation",100,40000,5643475,1.855325,0.0131502310190087
"Denmark",2015,74355,NA,"linear interpolation",NA,NA,NA,74355,NA,"linear interpolation",100,40000,5683483,1.858875,0.0130826466798616
"Denmark",2016,74497,"includes 1188 km of expressways","CIA World Factbook (2016)",NA,NA,NA,74497,NA,"CIA World Factbook (2016)",100,40000,5728010,1.862425,0.0130057384676354
"Denmark",2017,74558,"includes 1205 km of expressways","CIA World Factbook (2017 to 2023)",NA,NA,NA,74558,NA,"CIA World Factbook (2017 to 2023)",100,40000,5764980,1.86395,0.0129329156389094
"Djibouti",1999,364,NA,"CIA World Factbook (2006 to 2007)",2526,NA,"CIA World Factbook (2006 to 2007)",2890,NA,"CIA World Factbook (2006 to 2007)",12.5951557093426,23180,719371,0.124676445211389,0.00401739853288498
"Djibouti",2000,1379,NA,"CIA World Factbook (2015 to 2018)",1686,NA,"CIA World Factbook (2015 to 2018)",3065,NA,"CIA World Factbook (2008 to 2018)",44.9918433931485,23180,742033,0.132226056945643,0.00413054405936124
"Djibouti",2001,NA,NA,NA,NA,NA,NA,3051.76923076923,NA,"linear interpolation",NA,23180,765490,0.131655273113427,0.00398668726014609
"Djibouti",2002,NA,NA,NA,NA,NA,NA,3038.53846153846,NA,"linear interpolation",NA,23180,789129,0.131084489281211,0.00385049651139226
"Djibouti",2003,NA,NA,NA,NA,NA,NA,3025.30769230769,NA,"linear interpolation",NA,23180,806411,0.130513705448994,0.00375157046755028
"Djibouti",2004,NA,NA,NA,NA,NA,NA,3012.07692307692,NA,"linear interpolation",NA,23180,818373,0.129942921616778,0.00368056732452919
"Djibouti",2005,NA,NA,NA,NA,NA,NA,2998.84615384615,NA,"linear interpolation",NA,23180,830861,0.129372137784562,0.00360932352565129
"Djibouti",2006,NA,NA,NA,NA,NA,NA,2985.61538461538,NA,"linear interpolation",NA,23180,846947,0.128801353952346,0.00352515019784636
"Djibouti",2007,72779.5,NA,"linear interpolation",4329.2,NA,"linear interpolation",2972.38461538462,NA,"linear interpolation",2448.52229497166,23180,865196,0.12823057012013,0.00343550434281321
"Djibouti",2008,NA,NA,NA,4357.4,NA,"linear interpolation",2959.15384615385,NA,"linear interpolation",NA,23180,882886,0.127659786287914,0.00335168282898794
"Djibouti",2009,73380,NA,"linear interpolation",4385.6,NA,"linear interpolation",2945.92307692308,NA,"linear interpolation",2490.90007050161,23180,901103,0.127089002455698,0.00326924122650027
"Djibouti",2010,73563,NA,"linear interpolation",4413.8,NA,"linear interpolation",2932.69230769231,NA,"linear interpolation",2508.37770491803,23180,919199,0.126518218623482,0.00319048683439854
"Djibouti",2011,73746,NA,"linear interpolation",NA,NA,NA,2919.46153846154,NA,"linear interpolation",2526.01375385345,23180,936811,0.125947434791266,0.00311638264117473
"Djibouti",2012,NA,NA,NA,4407.6,NA,"linear interpolation",2906.23076923077,NA,"linear interpolation",NA,23180,954297,0.12537665095905,0.00304541538874247
"Djibouti",2013,74071,NA,"linear interpolation",4373.2,NA,"linear interpolation",2893,NA,"CIA World Factbook (2019 to 2023)",2560.35257518147,23180,971753,0.124805867126833,0.00297709397346857
"Dominica",1999,393,NA,"CIA World Factbook (2006 to 2007)",387,NA,"CIA World Factbook (2006 to 2007)",780,NA,"CIA World Factbook (2006 to 2007)",50.3846153846154,750,68698,1.04,0.0113540423301988
"Dominica",2000,393,NA,"CIA World Factbook (2008 to 2012)",387,NA,"CIA World Factbook (2008 to 2012)",780,NA,"CIA World Factbook (2008 to 2012)",50.3846153846154,750,68346,1.04,0.0114125186550786
"Dominica",2001,393,NA,"CIA World Factbook (2011)",387,NA,"CIA World Factbook (2011)",780,NA,"CIA World Factbook (2011)",50.3846153846154,750,68153,1.04,0.0114448373512538
"Dominica",2002,434,NA,"linear interpolation",427.333333333333,NA,"linear interpolation",861.333333333333,NA,"linear interpolation",50.3869969040248,750,68262,1.14844444444444,0.012618050062016
"Dominica",2003,475,NA,"linear interpolation",467.666666666667,NA,"linear interpolation",942.666666666667,NA,"linear interpolation",50.3889674681754,750,68442,1.25688888888889,0.013773219173412
"Dominica",2004,516,NA,"linear interpolation",508,NA,"linear interpolation",1024,NA,"linear interpolation",50.390625,750,68574,1.36533333333333,0.0149327733543325
